branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
,114,-0.403,244,2015-07-07,Mr. VEASEY.,2015,patterson came school teacher, Patterson came to the school as a teacher in  1931, Patterson came to the school as a teacher in  1931
,114,-0.433,137,2016-04-13,Mr. HUFFMAN.,2016,final advocaci environ justic incorpor work health effect environment factor research juvenil justic law,"Finally,  their advocacy for the environment and justice  incorporates work on health effects of environmental factors and research on juvenile justice  laws","Finally,  their advocacy for the environment and justice  incorporates work on health effects of environmental factors and research on juvenile justice  laws"
Senate,113,-0.06,71,2013-02-14,Mr. MANCHIN.,2013,alway felt better front mayb other,"And I, again, always felt better if I was up front than maybe some others","And I, again, always felt better if I was up front than maybe some others"
,113,-0.35,15,2014-09-19,Ms. KAPTUR.,2014,individu non profit co op step take action address challeng access healthi food develop local food sourc commun garden provid fresh afford produc throughout underserv commun," Individuals, non-profits, and co-ops are stepping up and taking action to address the challenge of access to healthy food, by developing  local food sources and community gardens to  provide  fresh, affordable produce  throughout  underserved communities"," Individuals, non-profits, and co-ops are stepping up and taking action to address the challenge of access to healthy food, by developing  local food sources and community gardens to  provide  fresh, affordable produce  throughout  underserved communities"
Senate,114,0.631,20,2016-04-05,Mr. TOOMEY.,2016,gari relentless advoc veteran friendli face support countless veteran eri area,"Gary was a relentless advocate for our veterans, a friendly face,  and a supporter for countless veterans  in the Erie area","Gary was a relentless advocate for our veterans, a friendly face,  and a supporter for countless veterans  in the Erie area"
Senate,113,0.32299999999999995,125,2013-07-09,Mr. ALEXANDER.,2013,notic chart million student wonder million student talk,"I notice her chart on 7 million students, and I wonder which 7  million students she is talking about","I notice her chart on 7 million students, and I wonder which 7  million students she is talking about"
House,113,-0.204,8,2013-02-14,Mr. GARCIA.,2013,yet colleagu find accept,And yet  some of my colleagues find this acceptable,And yet  some of my colleagues find this acceptable
House,114,0.703,25,2016-11-29,Mr. YOHO.,2016,feel custom servic busi,I feel we are in  the customer service business,I feel we are in  the customer service business
,113,-0.404,59,2013-02-25,Mr. RYAN of Ohio.,2013,join colleagu peopl world recogn tragedi known khojali massacr occur februari small azerbaijani town khojali,"Speaker, I join my  colleagues and people all over  the world  in  recognizing the tragedy known as the Khojaly  Massacre which occurred on February 26,  1992 in the small Azerbaijani town of Khojaly","Speaker, I join my  colleagues and people all over  the world  in  recognizing the tragedy known as the Khojaly  Massacre which occurred on February 26,  1992 in the small Azerbaijani town of Khojaly"
Senate,113,0.496,85,2014-03-12,Mr. CORNYN.,2014,agre,2822) was agreed  to,2822) was agreed  to
,113,-0.348,134,2014-03-12,Mr. SCHIFF.,2014,settl lo angel koreatown nichola attend high school lo angel colleg california state univers fullerton,"They settled in Los  Angeles’ Koreatown, and Nicholas attended  high school  in Los Angeles and college at  California State University Fullerton","They settled in Los  Angeles’ Koreatown, and Nicholas attended  high school  in Los Angeles and college at  California State University Fullerton"
House,115,0.469,37,2017-01-12,Mrs. WAGNER.,2017,chair proud sponsor bring floor hr,"Chair, I am proud to sponsor and  bring to the floor H.R","Chair, I am proud to sponsor and  bring to the floor H.R"
House,112,0.307,5,2012-09-20,Mr. THOMPSON of Pennsylvania.,2012,yesterday alpha natur resourc announc closur eight coal mine three state one locat fifth congression district pennsylvania im proud repres," Yesterday Alpha Natural Resources  announced closures of eight coal mines  in three States, one of which is located  in the Fifth Congressional District of  Pennsylvania, which I’m proud to represent"," Yesterday Alpha Natural Resources  announced closures of eight coal mines  in three States, one of which is located  in the Fifth Congressional District of  Pennsylvania, which I’m proud to represent"
,113,-0.529,69,2014-12-01,Mr. HONDA.,2014,josephin lucey held variou leadership posit csba committe council,Josephine  Lucey has held various  leadership positions  on the CSBA’s committees and councils,Josephine  Lucey has held various  leadership positions  on the CSBA’s committees and councils
Senate,114,-0.276,65,2016-02-02,Mr. REID.,2016,water poison gener motor manufactur automobil part stop use sourc flint engin oper part corrod manufactur process," The water was so poisonous that General Motors, the manufacturer of automobile parts there, stopped using the  source for their Flint engine operations  because the parts corroded during the  manufacturing process"," The water was so poisonous that General Motors, the manufacturer of automobile parts there, stopped using the  source for their Flint engine operations  because the parts corroded during the  manufacturing process"
,114,0.376,115,2015-01-27,Mrs. BROOKS of Indiana.,2015,support bipartisan legisl amend traffick victim protect act insert phrase sever form traffick person includ youth victim traffick definit law,"’ ’  I support  this bipartisan  legislation which  amends the Trafficking Victims Protection Act  of 2000 by inserting the phrase ‘ ‘sever forms  of trafficking in persons’ ’ and including ‘ ‘youth  who are victims of  trafficking,’ ’  in  the definitions for the law","’ ’  I support  this bipartisan  legislation which  amends the Trafficking Victims Protection Act  of 2000 by inserting the phrase ‘ ‘sever forms  of trafficking in persons’ ’ and including ‘ ‘youth  who are victims of  trafficking,’ ’  in  the definitions for the law"
House,114,0.491,31,2015-01-21,Mr. ROTHFUS.,2015,whether unborn disabl elderli must promot cultur life,"Whether for the unborn,  the disabled, the elderly, we must promote a culture of life","Whether for the unborn,  the disabled, the elderly, we must promote a culture of life"
Senate,115,0.486,85,2018-02-07,Mr. YOUNG.,2018,teller rural branch first farmer bank trust compani tipton,"She  is a teller at a rural branch of First  Farmers Bank & Trust Company  in  Tipton,  IN","She  is a teller at a rural branch of First  Farmers Bank & Trust Company  in  Tipton,  IN"
Senate,113,0.109,152,2013-03-04,Ms. COLLINS.,2013,page line strike insert," On page 37, line 10, strike ‘‘(4)’’ and insert  ‘‘(3)’’"," On page 37, line 10, strike ‘‘(4)’’ and insert  ‘‘(3)’’"
House,112,0.6,3,2012-04-25,Mr. DUNCAN of Tennessee.,2012,saw coach summitt go action, That is when I saw Coach Summitt  go into action, That is when I saw Coach Summitt  go into action
House,112,-0.28300000000000003,136,2012-02-01,Mr. MICHAUD.,2012,recent research brook institut conclud unemploy insur not increas time peopl remain unemploy, Recent research from the Brookings  Institute  concluded  that  unemployment insurance does not increase the  time that people remain unemployed, Recent research from the Brookings  Institute  concluded  that  unemployment insurance does not increase the  time that people remain unemployed
Senate,115,0.375,93,2017-01-12,Mr. PORTMAN.,2017,backpag say lead industri screen advertis illeg activ, Backpage says it leads the industry  in its screening of advertisements for  illegal activity, Backpage says it leads the industry  in its screening of advertisements for  illegal activity
Senate,113,0.855,53,2014-02-04,Mr. FLAKE.,2014,long sought end direct payment,I myself  have long sought to end these direct  payments,I myself  have long sought to end these direct  payments
,114,0.422,146,2016-05-12,Mr. WITTMAN.,2016,norad usnorthcom provid command control depart defens dod homeland defens effort coordin defens support civil author,NORAD  USNORTHCOM provides command and control of Department of Defense (DOD) homeland defense efforts and coordinates Defense  Support of Civil Authorities,NORAD  USNORTHCOM provides command and control of Department of Defense (DOD) homeland defense efforts and coordinates Defense  Support of Civil Authorities
,113,-0.429,58,2014-04-04,Ms. BROWN of Florida.,2014,must continu work end injustic,We must  continue to work and end the injustice now,We must  continue to work and end the injustice now
,112,-0.502,99,2011-04-15,Mr. MARKEY.,2011,howev ink dri accord turkish govern backtrack commit ad addit precondit,"However, before the ink had  dried on  those accords,  the Turkish government backtracked on its commitment by adding additional preconditions","However, before the ink had  dried on  those accords,  the Turkish government backtracked on its commitment by adding additional preconditions"
House,112,-0.187,2,2012-03-29,Mr. COSTA.,2012,idea balanc budget miss today debat bipartisan approach solv nation fiscal problem,"Speaker, we all have  our own ideas on how we should balance the budget, but missing in today’s  debate is a bipartisan approach to solve  our Nation’s fiscal problems","Speaker, we all have  our own ideas on how we should balance the budget, but missing in today’s  debate is a bipartisan approach to solve  our Nation’s fiscal problems"
,114,-0.373,156,2015-03-24,Mr. NOLAN.,2015,killer call carbon monoxid poison,This killer is called carbon monoxide poisoning,This killer is called carbon monoxide poisoning
Senate,112,-0.389,199,2012-02-01,Mrs. GILLIBRAND.,2012,presid ask unanim consent senat proceed immedi consider,"President, I  ask unanimous consent that the Senate proceed to the immediate consideration of S","President, I  ask unanimous consent that the Senate proceed to the immediate consideration of S"
House,115,-0.279,13,2017-02-07,Mr. POLIS.,2017,bureau land manag propos resourc manag plan rule fed," Re the Bureau of Land Management’s Proposed Resource Management Planning  Rules, 81 Fed"," Re the Bureau of Land Management’s Proposed Resource Management Planning  Rules, 81 Fed"
Senate,112,-0.395,55,2012-03-20,Mr. LEVIN.,2012,consid done great deliber take time get right,"What we are  considering should be done with great  deliberation, and we should take the  time to get this right","What we are  considering should be done with great  deliberation, and we should take the  time to get this right"
House,115,0.505,25,2017-01-04,Mr. ISSA.,2017,would imagin number would less,I would imagine the  number would be less,I would imagine the  number would be less
House,115,0.455,34,2018-03-14,Mr. TIPTON.,2018,would like thank hensarl consid measur today,"Speaker, I would again like to  thank Chairman HENSARLING for considering this measure here today","Speaker, I would again like to  thank Chairman HENSARLING for considering this measure here today"
Senate,114,0.597,235,2015-02-26,Mr. JOHNSON.,2015,one member subcommitte shall constitut quorum take sworn unsworn testimoni,One Member of the  Subcommittee shall constitute a quorum for  taking sworn or unsworn testimony,One Member of the  Subcommittee shall constitute a quorum for  taking sworn or unsworn testimony
House,115,-0.478,41,2018-03-14,Ms. WILSON of Florida.,2018,amend financi stabil act improv transpar financi stabil oversight council improv sifi design process purpos provid consider bill hr,"4061) to amend the Financial Stability Act of 2010 to improve  the transparency of the Financial Stability Oversight Council, to  improve  the SIFI designation process, and for  other purposes, and providing for consideration of the bill (H.R","4061) to amend the Financial Stability Act of 2010 to improve  the transparency of the Financial Stability Oversight Council, to  improve  the SIFI designation process, and for  other purposes, and providing for consideration of the bill (H.R"
House,113,0.703,47,2014-07-15,Mr. YOHO.,2014,financi account,financial accounts,financial accounts
,114,-0.41,90,2015-02-03,Mr. CROWLEY.,2015,luke led charg number addit project improv sunnysid promin member sunnysid chamber commerc sunnysidewoodsid lion club sunnysid kiwani club sunnysid artist,"Luke led the charge on a number  of additional projects to improve Sunnyside as  a prominent member of the Sunnyside Chamber of Commerce, Sunnyside/Woodside Lions  Club, Sunnyside Kiwanis Club, and Sunnyside  Artists","Luke led the charge on a number  of additional projects to improve Sunnyside as  a prominent member of the Sunnyside Chamber of Commerce, Sunnyside/Woodside Lions  Club, Sunnyside Kiwanis Club, and Sunnyside  Artists"
House,113,-0.426,15,2014-01-07,Mr. TONKO.,2014,reject job packagesth legisl would grow climateand reject reauthor unemploy insur reject minimum wage reject snap program harsh,"But to do both, to reject the  job  packages—the  legislation  that  would grow that climate—and also reject the reauthorization of unemployment insurance, reject minimum wage,  reject  the SNAP programs,  that  is  harsh","But to do both, to reject the  job  packages—the  legislation  that  would grow that climate—and also reject the reauthorization of unemployment insurance, reject minimum wage,  reject  the SNAP programs,  that  is  harsh"
House,114,-0.313,15,2015-09-17,Mr. HECK of Washington.,2015,compani current employ dozen employe,The company currently  employs about a dozen employees,The company currently  employs about a dozen employees
Senate,115,-0.3,71,2017-06-26,Mr. CASEY.,2017,anoth letter well not go tonight mom northeastern pennsylvania wrote two childrenprincip son type diabet loss medicaid coverag mean child case year old," I have another  letter, as  well, which I will not go through tonight, but it is from a mom in Northeastern Pennsylvania, who wrote to me  about two of her children—principally,  her son who has Type 1 diabetes and  what the loss of Medicaid coverage will  mean for that child, who, in this case,  is just 4 years old"," I have another  letter, as  well, which I will not go through tonight, but it is from a mom in Northeastern Pennsylvania, who wrote to me  about two of her children—principally,  her son who has Type 1 diabetes and  what the loss of Medicaid coverage will  mean for that child, who, in this case,  is just 4 years old"
Senate,114,0.496,69,2015-02-03,Mr. CORNYN.,2015,way look senat ought least debat legisl,"Any way we look at it, the Senate ought to at least have the debate  on this legislation","Any way we look at it, the Senate ought to at least have the debate  on this legislation"
Senate,113,-0.4,106,2013-07-17,Mr. WHITEHOUSE.,2013,let look,So  let’s  look,So  let’s  look
House,114,0.298,9,2016-03-15,Mr. STIVERS.,2016,point order amend waiv,All points of order  against such amendments are waived,All points of order  against such amendments are waived
Senate,112,-0.235,185,2012-02-01,Mr. BEGICH.,2012,awar critic bill would like address, I am aware of the criticism of this  bill and I would like to address them, I am aware of the criticism of this  bill and I would like to address them
Senate,113,-0.245,20,2014-06-04,Ms. KLOBUCHAR.,2014,know educ, That is what I know about education, That is what I know about education
Senate,112,-0.328,166,2011-02-17,Mr. CARDIN.,2011,presid today wish recogn launch first radiolog patholog correl cours present american institut radiolog patholog airp new silver spring md venu,"President, today I  wish to recognize the  launch of the  first Radiologic-Pathology Correlation  Course presented by the American Institute  for  Radiologic  Pathology,  AIRP, at its new Silver Spring, MD,  venue","President, today I  wish to recognize the  launch of the  first Radiologic-Pathology Correlation  Course presented by the American Institute  for  Radiologic  Pathology,  AIRP, at its new Silver Spring, MD,  venue"
House,115,0.675,47,2017-06-13,Mr. HUDSON.,2017,howev left continu spread misinform employ fear tactic bill erron say increas crime arm crimin,"However, the left continues  to spread misinformation and employ  fear tactics about this bill, erroneously  saying it will increase crime and arm  criminals","However, the left continues  to spread misinformation and employ  fear tactics about this bill, erroneously  saying it will increase crime and arm  criminals"
Senate,112,-0.205,118,2011-01-25,Mr. LIEBERMAN.,2011,bill amend intern revenu code provid taxat incom control foreign corpor attribut import properti committe financ,A bill to amend the Internal  Revenue Code of 1986 to provide for the  taxation of income of controlled foreign corporations attributable for imported property; to the Committee on  Finance,A bill to amend the Internal  Revenue Code of 1986 to provide for the  taxation of income of controlled foreign corporations attributable for imported property; to the Committee on  Finance
House,114,0.636,18,2016-09-21,Mr. COLLINS of Georgia.,2016,first read bill shall dispens,The first reading of the bill  shall be dispensed with,The first reading of the bill  shall be dispensed with
House,113,-0.276,8,2013-07-17,Mr. LOEBSACK.,2013,home state iowa alon peopl diagnos cancer lose battl diseas," In my home State of  Iowa  alone, 17,480 people will be diagnosed  with cancer this year and 6,420 will lose  their battles with this disease"," In my home State of  Iowa  alone, 17,480 people will be diagnosed  with cancer this year and 6,420 will lose  their battles with this disease"
Senate,115,-0.245,18,2017-05-10,Ms. KLOBUCHAR.,2017,yet becam clear white hous allow nation secur advisor gener flynn stay day includ part hour long convers presid unit state vladimir putin," Yet, as it became clear, the White  House then allowed the National Security Advisor, General Flynn, to stay on  for 18 days, including being part of an  hour-long  conversation  between  the  President of  the United States and  Vladimir Putin"," Yet, as it became clear, the White  House then allowed the National Security Advisor, General Flynn, to stay on  for 18 days, including being part of an  hour-long  conversation  between  the  President of  the United States and  Vladimir Putin"
,112,0.462,109,2012-12-31,Mr. MCCARTHY of California.,2012,kind dedic commun servic reflect great characterist nation peopl,"Speaker, it is this kind of dedication to  community service that reflects the great characteristics of our nation’s people","Speaker, it is this kind of dedication to  community service that reflects the great characteristics of our nation’s people"
,113,-0.18600000000000005,76,2013-11-12,Mr. MURPHY of Florida.,2013,direct attent marin nearbi mountaintop scene watch marin rais american flag top mt,"He directs the attention  of Marines nearby to the mountaintop scene,  and as he watches Marines raise an American  flag on top of Mt","He directs the attention  of Marines nearby to the mountaintop scene,  and as he watches Marines raise an American  flag on top of Mt"
House,112,0.561,122,2012-02-01,Mr. GINGREY of Georgia.,2012,mean thing like work requir," I mean, there are things like a work requirement"," I mean, there are things like a work requirement"
