branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
Senate,104,0.271,667,3,Mr. GORTON.,1995,respons attempt hide disguis true issu bodi major leader much simpler substitut amend propos constitut amend fail adopt judgment bodi statu quo fine not need chang major leader propos direct presi dent unit state submit propos congress state would balanc budget," In response to that attempt to hide,  to disguise  the  true  issue before  the  body,  the majority  leader has  in a  much  simpler substitute amendment  proposed  that  if this  constitutional  amendment  should  fail  of adoption,  should  the  judgment of this body be  that the status quo is just fine, that we  do not need any change, the majority  leader has proposed to direct the Presi dent of the United States this year to  submit a proposal to Congress stating  how he would balance the budget"," In response to that attempt to hide,  to disguise  the  true  issue before  the  body,  the majority  leader has  in a  much  simpler substitute amendment  proposed  that  if this  constitutional  amendment  should  fail  of adoption,  should  the  judgment of this body be  that the status quo is just fine, that we  do not need any change, the majority  leader has proposed to direct the Presi dent of the United States this year to  submit a proposal to Congress stating  how he would balance the budget"
,95,-0.457,1250,12,Mr. RONCALIO.,1977,outsid citi limit counti get tax revenu,"are outside the city limits, so the county  gets  their  tax revenue","are outside the city limits, so the county  gets  their  tax revenue"
,106,0.426,57,2000-04-11,Mr. TERRY.,2000,time price oil ga risen histor height level though presid submit budget includ billion new energi tax,"At the time that the price of oil and gas have risen to historic heights, and now leveling off, though, the President submitted a budget which included $1.6 billion in new energy taxes","At the time that the price of oil and gas have risen to historic heights, and now leveling off, though, the President submitted a budget which included $1.6 billion in new energy taxes"
House,96,0.377,1275,2,Mr. GINGRICH.,1980,instanc week ago washington post democrat major iti leader boast last year democrat congress cut incom tax twice," For instance, just a week ago, in the  Washington Post the Democratic major ity leader boasted that during the last  4 years the Democrats in Congress have  cut income taxes twice"," For instance, just a week ago, in the  Washington Post the Democratic major ity leader boasted that during the last  4 years the Democrats in Congress have  cut income taxes twice"
House,108,0.471,107,2003-11-05,Mr. PEARCE.,2003,would increas doubl tax dividend much percent, It would increase a double tax of dividends by as much as 62 percent, It would increase a double tax of dividends by as much as 62 percent
House,102,-0.413,433,13,Mr. KENNEDY.,1991,deficit tribut decad tax cut rich sugar daddi de fens spend european asian alli,"Speaker, that these  deficits are a tribute to a decade of tax  cuts for the rich and sugar daddy de fense  spending for our European and  Asian allies","Speaker, that these  deficits are a tribute to a decade of tax  cuts for the rich and sugar daddy de fense  spending for our European and  Asian allies"
,98,0.2,185,18,Mrs. KASSEBAUM.,1983,order make certain administra tion commit spend money contribut user close question faa admini trator helm secretari transport lewi,"In order  to make certain that the administra tion was committed to spending this  money, contributed by  the users,  I  closely questioned both FAA Adminis trator Helms and then Secretary of  Transportation Lewis","In order  to make certain that the administra tion was committed to spending this  money, contributed by  the users,  I  closely questioned both FAA Adminis trator Helms and then Secretary of  Transportation Lewis"
House,95,0.3,1033,18,Mr. KEMP.,1977,presid kennedi tax duction enorm success earli believ tax rate reduct similar magnitud similar result today," Just as President Kennedy's tax re duction was enormously successful in the  early 1960's, we believe that a  tax rate  reduction of similar magnitude will have  similar results today"," Just as President Kennedy's tax re duction was enormously successful in the  early 1960's, we believe that a  tax rate  reduction of similar magnitude will have  similar results today"
,98,0.2,185,18,Mrs. KASSEBAUM.,1983,littl sinc commerc committe nanc committe join forc send airport airway improv act accompani user f ee tax measur senat,It has  been little more than a year since the  Commerce Committee  and  the  nance Committee joined forces to send  the Airport and Airway Improvement  Act of 1982 and its accompanying user f ee tax measures to the Senate,It has  been little more than a year since the  Commerce Committee  and  the  nance Committee joined forces to send  the Airport and Airway Improvement  Act of 1982 and its accompanying user f ee tax measures to the Senate
,95,-0.35200000000000004,175,18,Mr. BLANCHARD.,1977,tax percent, Taxes--2 percent, Taxes--2 percent
House,94,0.209,1143,20,Mrs. PETTIS.,1976,doubt mind payment inde necessari howev chamber state anoth govern rip wast taxpay money,"Chairman, there is no doubt in my  mind  that such payments are  indeed  necessary, however,  there are  those in  this Chamber who have stated that this  is another Government ""rip-off"" and a  waste of the taxpayers' money","Chairman, there is no doubt in my  mind  that such payments are  indeed  necessary, however,  there are  those in  this Chamber who have stated that this  is another Government ""rip-off"" and a  waste of the taxpayers' money"
,108,-0.5529999999999999,43,2003-09-29,Mr. OBERSTAR.,2003,economi continu founder histor depress regionsth region alreadi strugglingthat suffer disproportion share burden,"As the economy continues to founder, it is  these historically depressed regions—the regions that have already been struggling—that  suffer a disproportionate share of the burden","As the economy continues to founder, it is  these historically depressed regions—the regions that have already been struggling—that  suffer a disproportionate share of the burden"
House,95,-0.439,145,5,Mr. JOHNSON of California.,1977,legisl directli target segment economi per hap suffer recent econom problem," This legislation is directly targeted at  a segment of our economy that has, per haps, suffered the most from our recent  economic problems"," This legislation is directly targeted at  a segment of our economy that has, per haps, suffered the most from our recent  economic problems"
,108,0.703,237,2004-05-21,Mr. HENSARLING.,2004,small busi inde engin make economi run smoothli urg colleagu take moment week reflect hard work nation entrepreneur financi regulatori hurdl face everyday measur propos make full time job run small busi easier,"Speaker, small businesses are indeed  the  engine  that makes  our  economy  run  smoothly, and I urge all my colleagues to take  a moment this week and reflect on the hard  work of our nation’s entrepreneurs, the financial and regulatory hurdles they face everyday,  and the measures I have proposed to make  the full-time job of running a small business  easier","Speaker, small businesses are indeed  the  engine  that makes  our  economy  run  smoothly, and I urge all my colleagues to take  a moment this week and reflect on the hard  work of our nation’s entrepreneurs, the financial and regulatory hurdles they face everyday,  and the measures I have proposed to make  the full-time job of running a small business  easier"
House,107,0.47,18,2001-07-17,Mr. HUNTER.,2001,recommend republican administr spend lot money develop air power,He recommended to a then Republican administration that they spend a lot of money developing air power,He recommended to a then Republican administration that they spend a lot of money developing air power
,104,0.429,1332,1,Mr. GREGG.,1996,approach often attempt use feder tax exempt bond program sub categori solid wast project," An approach that is often attempted  is the use of the Federal tax-exempt  bond program, which does have a sub category for solid waste projects"," An approach that is often attempted  is the use of the Federal tax-exempt  bond program, which does have a sub category for solid waste projects"
,106,0.426,57,2000-04-11,Mr. TERRY.,2000,thing keep mind budget not rais tax,The thing to keep in mind is that our budget does not raise taxes,The thing to keep in mind is that our budget does not raise taxes
House,113,0.547,3,2013-04-15,Mr. WILSON of South Carolina.,2013,hous republican understand need reform tax code make fair simpl,House Republicans understand that we need to  reform the Tax Code to make it more  fair and simple,House Republicans understand that we need to  reform the Tax Code to make it more  fair and simple
Senate,93,0.056,766,7,Mr. HATFIELD.,1974,peopl incom paid one half form tax feder state local comput us censu depart censu time one multi mlliionalr paid anoth paid fed eral incom tax less make one hour," People with income under $2,000 paid one half of this in all forms of taxes  (federal,  state, and local), as computed by the U.S  Census Department in its 1970 Census, at  the same  time  that one multi-mlliiona.lre  paid $500 and another paid $4,500  in fed eral income taxes, which is less than they  make in one hour"," People with income under $2,000 paid one half of this in all forms of taxes  (federal,  state, and local), as computed by the U.S  Census Department in its 1970 Census, at  the same  time  that one multi-mlliiona.lre  paid $500 and another paid $4,500  in fed eral income taxes, which is less than they  make in one hour"
House,107,0.16,13,2001-05-16,Mr. SMITH of New Jersey.,2001,give tax break religi organ regardless denomin belief believ religi belief posit good societi,"That is why we give tax breaks to religious organizations, regardless of denomination or belief, because we do believe that religious beliefs are a positive good for society","That is why we give tax breaks to religious organizations, regardless of denomination or belief, because we do believe that religious beliefs are a positive good for society"
,94,0.612,1148,11,Mr. ASHBROOK.,1975,money resourc taken mortgag construct loan home commerci indu trial build,"Money and resources are taken  from mortgages and construction loans  for homes, and commercial and indus trial building","Money and resources are taken  from mortgages and construction loans  for homes, and commercial and indus trial building"
,95,-0.391,929,18,Mr. OTTINGER.,1977,money white plain child day care, Money for White Plains Child Day Care is  a, Money for White Plains Child Day Care is  a
Senate,101,-0.313,557,1,Mr. BRADLEY.,1990,neither noriega marco shah could remain power matter much money pour secur apparatu,"Neither Noriega,  nor Marcos,  nor  the Shah  could  remain in power, no matter how much  money they poured into their security  apparatus","Neither Noriega,  nor Marcos,  nor  the Shah  could  remain in power, no matter how much  money they poured into their security  apparatus"
House,112,-0.402,9,2011-01-18,Mr. DOGGETT.,2011,choic whether give money insur monopoli leav littl bit pocket middl class american,"Speaker,  the  choice here is whether to give more  money to insurance monopolies or to  leave just a little bit in the pockets of  middle class Americans","Speaker,  the  choice here is whether to give more  money to insurance monopolies or to  leave just a little bit in the pockets of  middle class Americans"
House,111,0.467,64,2009-03-17,Mr. CARTER.,2009,tax man hous,He  is the tax man of this House,He  is the tax man of this House
House,103,0.464,478,2,Mr. BALLENGER.,1993,madam number antibusi propos legisl fast track could extrem advers effect american economi,"Madam Chairman,  there  are a number of antibusiness proposals  on the legislative fast track that could  have an extreme and adverse effect on  the American economy","Madam Chairman,  there  are a number of antibusiness proposals  on the legislative fast track that could  have an extreme and adverse effect on  the American economy"
Senate,99,0.631,288,3,Mr. HELMS.,1985,administra tion bill receiv care consid erat interest long term health agricultur economi,"Because of that, the administra tion bill will receive the careful consid eration of all who are interested in the  long-term health of our agricultural  economy","Because of that, the administra tion bill will receive the careful consid eration of all who are interested in the  long-term health of our agricultural  economy"
,106,-0.516,85,1999-02-11,Mr. SABO.,1999,past two decad progress revers countri unequ economi,"But in the past two decades this progress has been  reversed, and our country now has a more unequal economy than we did in the 1940s","But in the past two decades this progress has been  reversed, and our country now has a more unequal economy than we did in the 1940s"
House,113,0.575,3,2013-04-15,Mr. RICE of South Carolina.,2013,week hardwork american across countri submit tax return remind heavi burden place upon taxpay countri broken tax system," Speaker,  this week, as hardworking  Americans across the country submit  their tax returns, we are all reminded  of the heavy burden placed upon all  taxpayers by our country’s broken tax  system"," Speaker,  this week, as hardworking  Americans across the country submit  their tax returns, we are all reminded  of the heavy burden placed upon all  taxpayers by our country’s broken tax  system"
Senate,115,-0.406,9,2018-04-09,Mr. SCHATZ.,2018,made sure investor advoc secur exchang commiss protect peopl sent remitt around world arent swindl hard earn money,"He  made sure investors had an advocate at  the Securities and Exchange Commission, and he protected people who sent  remittances around the world so they  aren’t  swindled  out  of  their  hard-  earned money","He  made sure investors had an advocate at  the Securities and Exchange Commission, and he protected people who sent  remittances around the world so they  aren’t  swindled  out  of  their  hard-  earned money"
Senate,93,0.056,766,7,Mr. HATFIELD.,1974,tax bill,"Tax bill: $1,300","Tax bill: $1,300"
House,96,-0.316,374,19,Mr. GORE.,1980,tax design prevent unfair competit taxabl busi,The tax was designed to  prevent unfair competition with taxable  businesses,The tax was designed to  prevent unfair competition with taxable  businesses
House,112,-0.416,2,2011-12-15,Mr. NEAL.,2011,howev thank new market tax credit financ million total project cost million squar foot theater adjac build magnific restor," However, thanks to New Markets Tax  Credit, financing of $16.7 million of a  total project cost of $21 million, this  70,000 square foot theater and adjacent  building were magnificently restored"," However, thanks to New Markets Tax  Credit, financing of $16.7 million of a  total project cost of $21 million, this  70,000 square foot theater and adjacent  building were magnificently restored"
House,115,0.534,17,2017-03-15,Mr. MARSHALL.,2017,remov almost trillion tax," Speaker, we removed almost $1 trillion  of taxes"," Speaker, we removed almost $1 trillion  of taxes"
House,105,-0.386,236,13,Mrs. MALONEY of New York.,1997,said not enough money system,The Speaker  has  said  that  there  is not  enough  money  in  the  system,The Speaker  has  said  that  there  is not  enough  money  in  the  system
House,112,-0.379,19,2011-02-11,Mr. HOYER.,2011,let rememb feder regul keep drink water air clean protect children unsaf toy food put check abus practic insur compani credit card compani help control kind wall street gambl wreck economi year ago," But let’s also remember that Federal  regulations keep our drinking water  and our air clean, protect our children  from unsafe toys and food, put a check  on abusive practices of insurance companies and credit card companies, and  help control the kind of Wall Street  gambling that wrecked our economy  just a few years ago"," But let’s also remember that Federal  regulations keep our drinking water  and our air clean, protect our children  from unsafe toys and food, put a check  on abusive practices of insurance companies and credit card companies, and  help control the kind of Wall Street  gambling that wrecked our economy  just a few years ago"
House,108,0.122,55,2003-07-14,Mrs. JOHNSON of Connecticut.,2003,one reason bill effici effici rate cbo save money senior prescript drug program plan sponsor not tool manag prescript drug costeffect way motiv,"One of the reasons our bill is so  very efficient and the most efficient  and rated by CBO as saving the most  money for our seniors under the prescription drug program is because the  plan’s sponsors have not only the tools  to manage prescription drugs in a costeffective way, they have the motivation","One of the reasons our bill is so  very efficient and the most efficient  and rated by CBO as saving the most  money for our seniors under the prescription drug program is because the  plan’s sponsors have not only the tools  to manage prescription drugs in a costeffective way, they have the motivation"
,94,0.133,521,2,Mr. SARASIN.,1975,gasolin tax anywher cent per gallon propos seriou shortcom, The gasoline  tax of anyWhere from  10 to 40 cents per gallon which has been  proposed also has serious shortcomings, The gasoline  tax of anyWhere from  10 to 40 cents per gallon which has been  proposed also has serious shortcomings
,112,0.379,76,2012-05-18,Mr. PETRI.,2012,fond du lac school district locat fond du lac wisconsin congression district lot innov work prepar student success st centuri economi,"Fond du Lac School District,  located in Fond du Lac, Wisconsin, in my congressional district, is doing a lot of innovative  work to prepare its students for success in the  21st century economy","Fond du Lac School District,  located in Fond du Lac, Wisconsin, in my congressional district, is doing a lot of innovative  work to prepare its students for success in the  21st century economy"
House,113,0.494,36,2013-07-17,Mr. ROE of Tennessee.,2013,audac weve done weve forc busi cut hour make less money penal dont buy someth," And now, the audacity of what we’ve  done is we’ve forced businesses to cut  these hours, where  they make  less  money, and then penalize you when  you  don’t  buy  something"," And now, the audacity of what we’ve  done is we’ve forced businesses to cut  these hours, where  they make  less  money, and then penalize you when  you  don’t  buy  something"
House,98,0.103,426,14,Mr. BOEHLERT.,1984,not rai ing individu tax rate,We're not rais ing individual tax rates,We're not rais ing individual tax rates
Senate,100,0.382,98,1,Mr. HATCH.,1988,titl ix make refer educ institut de fine term educ institu tion broader program usc," Title IX  itself makes  reference  to  ""an educational  institution"" and de fines  the  term ""educational  institu tion"" as broader than a program < 20  U.S.C"," Title IX  itself makes  reference  to  ""an educational  institution"" and de fines  the  term ""educational  institu tion"" as broader than a program < 20  U.S.C"
House,107,-0.265,4,2002-05-24,Mr. MURTHA.,2002,done taken money put limit money,"Again, what have we  done? We have taken money, or we put  a limitation on the money","Again, what have we  done? We have taken money, or we put  a limitation on the money"
Senate,99,-0.35200000000000004,818,23,Mr. KERRY.,1986,aaa decis west virginia coupl plight mere blip big screen boom economi metropolitan washington,AAA's decision  and the West Virginia couple's plight are  mere blips on the big screen of a booming  economy in metropolitan Washington,AAA's decision  and the West Virginia couple's plight are  mere blips on the big screen of a booming  economy in metropolitan Washington
House,110,0.551,24,2007-03-29,Mr. HERGER.,2007,budget us ignor benefit tax relief pass sinc, The budget before us ignores the benefits of the tax relief passed since 2001, The budget before us ignores the benefits of the tax relief passed since 2001
,104,-0.631,270,17,Mr. STARK.,1996,introduc today bill requir insur er health insur polici kid coupl slid ing scale percent refund tax credit help famili buy insur polici,"Speaker,  I am  introducing  today a bill to require insurers to off er health  insurance policies for kids, coupled with a slid ing scale 80 percent refundable tax credit to  help families buy such insurance policies","Speaker,  I am  introducing  today a bill to require insurers to off er health  insurance policies for kids, coupled with a slid ing scale 80 percent refundable tax credit to  help families buy such insurance policies"
House,96,0.326,446,11,Mr. LIVINGSTON.,1980,wilson person obliga tion noth campaign took money campaign pay,"WILSON had personal obliga tions which had nothing to do with his  campaign, and that he took the money  from his campaign to pay them off","WILSON had personal obliga tions which had nothing to do with his  campaign, and that he took the money  from his campaign to pay them off"
Senate,97,0.213,1333,18,Mr. PRESSLER.,1982,share concern flow dollar south dakota money market fund east, I  share  their  concern over the flow of dollars out of  South Dakota  into money market  funds in the East, I  share  their  concern over the flow of dollars out of  South Dakota  into money market  funds in the East
,106,-0.5820000000000001,1,1999-02-11,Mr. KUCINICH.,1999,would know caught could not fine,"They would know  that  once caught, they could not be fined","They would know  that  once caught, they could not be fined"
House,109,0.591,73,2005-03-10,Mr. CONAWAY.,2005,want spend money rest life time want six grandkid sign note,"And I want to spend  that money over the rest of my life  time, and I want my six grandkids to  sign that note","And I want to spend  that money over the rest of my life  time, and I want my six grandkids to  sign that note"
,94,0.27,1176,27,Mr. CEDERBERG.,1976,unriv masteri complex tax law coupl lead ership way mean commit tee enabl wilbur liter lead way taxat matter,"His unrivaled mastery of  the  complex tax laws, coupled with his lead ership on the Ways and Means Commit tee, has enabled WILBUR to literally lead  the way in taxation matters","His unrivaled mastery of  the  complex tax laws, coupled with his lead ership on the Ways and Means Commit tee, has enabled WILBUR to literally lead  the way in taxation matters"
,106,0.35100000000000003,234,1999-09-08,Mr. KOLBE.,1999,provid sizabl tax cut american taxpay,"2488, which provides a sizable tax cut for the American taxpayers","2488, which provides a sizable tax cut for the American taxpayers"
,95,-0.1,964,3,Mr. STEERS.,1978,would favor drastic cut incom tax rate time,I would  favor a drastic cut in the income  tax  rates at this time,I would  favor a drastic cut in the income  tax  rates at this time
,93,-0.4,1005,13,Mr. BURKE of Massachusetts.,1974,sinc employ er pay half without notat worker check stub increas tax appear half larg realli,"Since  employ ers pay half of it without any notation on  the workers' check stub, increases in the tax  appear to be only half as large as they really  are","Since  employ ers pay half of it without any notation on  the workers' check stub, increases in the tax  appear to be only half as large as they really  are"
Senate,103,0.429,625,8,Mr. GREGG.,1993,tax propos subchapt cor porat partnership end get ting disproportion share tax burden go born,"Because under  this  tax proposal,  subchapter S  cor porations and partnerships end up get ting a disproportionate share of the tax  burden  that  is going  to have  to be  borne here","Because under  this  tax proposal,  subchapter S  cor porations and partnerships end up get ting a disproportionate share of the tax  burden  that  is going  to have  to be  borne here"
House,114,-0.487,17,2015-01-21,Ms. CLARK of Massachusetts.,2015,american women pay tax rais famili contribut economi half elector," American women pay taxes, raise their families, contribute to our economy, and  are over half of the electorate"," American women pay taxes, raise their families, contribute to our economy, and  are over half of the electorate"
House,111,-0.386,8,2009-03-17,Mrs. MALONEY.,2009,put billion taxpay money,We put  in $170 billion of taxpayers’ money,We put  in $170 billion of taxpayers’ money
House,94,-0.398,859,2,Mr. ANNUNZIO.,1975,meanwhil polit observ divid assess money cutback impact," Meanwhile, political observers were divided  in their assessment of the money cutback's  impact"," Meanwhile, political observers were divided  in their assessment of the money cutback's  impact"
House,106,-0.383,38,1999-07-22,Ms. RIVERS.,1999,spend money not yet,Why? Because they all spend money we do not yet have,Why? Because they all spend money we do not yet have
House,109,-0.302,79,2006-03-15,Mr. SCOTT of Georgia.,2006,sir not go abl depend democrat night talk rais tax," No, sir, you are not going to be able  to depend on Democrats this night that  we are  talking about  raising  taxes"," No, sir, you are not going to be able  to depend on Democrats this night that  we are  talking about  raising  taxes"
Senate,104,-0.419,732,3,Mr. AKAKA.,1995,violat constitu tional principl congress alon power lay col lect tax, It violates  the constitu tional principle  that Congress alone  should have the power to lay and col lect taxes, It violates  the constitu tional principle  that Congress alone  should have the power to lay and col lect taxes
Senate,106,0.342,64,1999-02-11,Mr. GRASSLEY.,1999,introduc first bill contain tax credit sure sincer belief need develop resourc,"I introduced the first bill that contained this tax credit, so you can be sure that I am sincere in my belief in the need to develop this resource","I introduced the first bill that contained this tax credit, so you can be sure that I am sincere in my belief in the need to develop this resource"
House,104,0.325,849,3,Mr. YOUNG of Florida.,1995,grant presid greater power control spend congress place upon respons use tool wast demand american tax payer," By granting Presidents greater power  to  control spending, Congress also places upon  them a responsibility to use this tool  waste as demanded by  the American  tax payers"," By granting Presidents greater power  to  control spending, Congress also places upon  them a responsibility to use this tool  waste as demanded by  the American  tax payers"
House,112,0.387,9,2011-03-11,Mr. BACHUS.,2011,parent fought freedom preserv numer war save money watch money work hard left us good shape," Our parents  fought  for our  freedom,  they preserved it in numerous wars,  they saved their money, they watched  their money, they worked hard, and  they left us in good shape"," Our parents  fought  for our  freedom,  they preserved it in numerous wars,  they saved their money, they watched  their money, they worked hard, and  they left us in good shape"
House,110,-0.272,52,2007-03-29,Mr. ORTIZ.,2007,economi vulner econom polit instabl polit pressur abroad,economy more vulnerable  to economic  and political  instability and political pressure  from abroad,economy more vulnerable  to economic  and political  instability and political pressure  from abroad
,112,0.563,171,2011-07-21,Mr. YODER.,2011,collect fight cure work help rais research money chronic debilit diseas affect nearli million american nationwid,"Collectively,  they  are  fighting  for a cure and working  to help  raise research money for this chronic, debilitating disease  that affects nearly 26 million  Americans nationwide","Collectively,  they  are  fighting  for a cure and working  to help  raise research money for this chronic, debilitating disease  that affects nearly 26 million  Americans nationwide"
House,113,0.405,2,2013-07-24,Mr. RIGELL.,2013,damag economi job creation,"It  damages our economy, job creation","It  damages our economy, job creation"
House,107,-0.092,39,2001-02-13,Mr. SHOWS.,2001,abrog contract attempt lessen govern expenditur would not practic economi act repudi,"To abrogate contracts, in the attempt to lessen government expenditure, would not be the practice of economy, but an act of repudiation","To abrogate contracts, in the attempt to lessen government expenditure, would not be the practice of economy, but an act of repudiation"
Senate,108,-0.303,82,2004-02-11,Mr. DASCHLE.,2004,peopl think ship american job oversea good economi need talk peopl myra bronstein, People who think shipping American  jobs overseas is good for the economy  need to talk to people such as Myra  Bronstein, People who think shipping American  jobs overseas is good for the economy  need to talk to people such as Myra  Bronstein
,106,0.484,2,2000-01-31,Mr. GIBBONS.,2000,want real tax cut hard work american includ elimin marriag penalti tax death tax,"They want a real tax cut for hard working Americans that includes the elimination of the marriage penalty tax and the death tax, but VerDate 27-JAN-2000 01:35 Feb 01, 2000 Jkt 079060 PO 00000 Frm 00002 Fmt 4634 Sfmt 0634 E:\CR\FM\K31JA7.023 pfrm02 PsN: H31PT1 ","They want a real tax cut for hard working Americans that includes the elimination of the marriage penalty tax and the death tax, but "
Senate,97,0.322,16,1,Mr. DOLE.,1981,tax equal act would adjust person incom tax rate person exempt zero bracket amount reflect increas cost live measur consum price index pre viou,"The Tax Equalization Act  would adjust the personal  income tax  rates, the personal exemption, and the  zero bracket amount to reflect increases  in the cost of living as measured by the  consumer price  index during  the pre vious year","The Tax Equalization Act  would adjust the personal  income tax  rates, the personal exemption, and the  zero bracket amount to reflect increases  in the cost of living as measured by the  consumer price  index during  the pre vious year"
House,97,0.541,341,14,Mr. FIELDS.,1981,hail way mean committe wilbur mill propos remov privat sector american economi high tax strait jacket,"It  was hailed by the  then-chairman of  the Ways  and Means  Committee  Wilbur Mills as a proposal, ""to remove  the private sector of  the American  economy  from  its  high-tax  strait jacket","It  was hailed by the  then-chairman of  the Ways  and Means  Committee  Wilbur Mills as a proposal, ""to remove  the private sector of  the American  economy  from  its  high-tax  strait jacket"
,109,-0.514,177,2006-03-15,Mr. RANGEL.,2006,rank member way mean committe concern accord recent studi undertaken neighborhood econom develop advocaci project one quarter new yorker claim earn incom tax credit paid larg amount wage fee relat ral,"Also as the Ranking  Member of the Ways and Means Committee,  I am concerned because according to a recent  study undertaken by  the Neighborhood Economic Development Advocacy Project, one  quarter of New Yorkers who  claimed  the  Earned Income Tax Credit in 2003 paid large  amounts of  their wages  in  fees  related  to  RALs","Also as the Ranking  Member of the Ways and Means Committee,  I am concerned because according to a recent  study undertaken by  the Neighborhood Economic Development Advocacy Project, one  quarter of New Yorkers who  claimed  the  Earned Income Tax Credit in 2003 paid large  amounts of  their wages  in  fees  related  to  RALs"
,104,-0.07,1052,13,Mr. JACOBS.,1996,there much funni money circul that hold,"There's too much  ""funny money"" now  in circulation  that's  holding it up","There's too much  ""funny money"" now  in circulation  that's  holding it up"
House,104,0.6970000000000001,1419,9,Mr. SANFORD.,1995,think ultim would one affect escal global tariff would especi hurt largest trader world unit state,"I think we ultimately would be  the ones most affected by this, because  any escalation of global tariffs would  especially hurt  the  largest  trader  in  the world, which is the United States","I think we ultimately would be  the ones most affected by this, because  any escalation of global tariffs would  especially hurt  the  largest  trader  in  the world, which is the United States"
House,114,0.24,2,2015-03-24,Mr. JONES.,2015,congress need impos spend control save taxpay money,Congress needs to impose  spending  controls  to  save  taxpayer  money,Congress needs to impose  spending  controls  to  save  taxpayer  money
House,111,0.618,43,2009-03-17,Mr. KING of Iowa.,2009,would add fair tax everyth good anybodi els tax propos good better,"I would just add  that the Fair Tax does everything good  that anybody else’s tax proposal does  that is good, it does them all, and it  does them all better","I would just add  that the Fair Tax does everything good  that anybody else’s tax proposal does  that is good, it does them all, and it  does them all better"
,98,-0.496,964,3,Mr. SEIBERLING.,1983,today reintroduc legisl request would amend ternal wevenu code pro vide refund tax credit tax payer vote feder gener elect," Speaker,  today I am reintroducing legislation,  by request, which would amend the In ternal W.evenue Code of 1954 to pro vide a $30 refundable tax credit to tax payers who vote in a Federal general  elections"," Speaker,  today I am reintroducing legislation,  by request, which would amend the In ternal W.evenue Code of 1954 to pro vide a $30 refundable tax credit to tax payers who vote in a Federal general  elections"
