branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,94,-0.422,339,2,Mr. MADDEN.,1975,sinc th congress conven week ago nu merou letter come offic indiana section nation request immedi action number variou legisl propos program concern om economi,"Speaker, since the  94th Congress convened 2 weeks ago, nu merous letters have come to my office  from Indiana, but other sections of the  Nation requesting immediate action on a  number of various legislative proposals  and programs concerning om economy","Speaker, since the  94th Congress convened 2 weeks ago, nu merous letters have come to my office  from Indiana, but other sections of the  Nation requesting immediate action on a  number of various legislative proposals  and programs concerning om economy"
,109,-0.306,247,2006-05-23,Mr. RAHALL.,2006,aim provid level predict number year will put money coal liquid product, The aim is to provide a level of predictability  for a number of years to those willing to put  money into coal-to-liquids production, The aim is to provide a level of predictability  for a number of years to those willing to put  money into coal-to-liquids production
House,99,-0.311,810,6,Mr. WEAVER.,1986,would levi import fee import oil,"1396,  that would have levied an import fee  on imported oil","1396,  that would have levied an import fee  on imported oil"
House,115,-0.487,96,2017-11-15,Ms. CLARK of Massachusetts.,2017,page student get ad list american forc pay gop tax break corpor," On pages  95 and  97,  students get  added to the list of Americans who will  be  forced to pay  for the GOP’s tax  breaks for corporations"," On pages  95 and  97,  students get  added to the list of Americans who will  be  forced to pay  for the GOP’s tax  breaks for corporations"
,103,0.348,721,1,Mr. LEWIS of California.,1994,would like bring attent fine work outstand public servic contemporari club redland ca,"Speaker,  I  would  like  to bring to your attention the  fine  work and outstanding public service of  the  Contemporary Club of Redlands, CA","Speaker,  I  would  like  to bring to your attention the  fine  work and outstanding public service of  the  Contemporary Club of Redlands, CA"
Senate,102,0.551,1102,14,Mr. GRAMM.,1992,let say littl bit al tern minimum tax dear colleagu new jersey degre apart issu, Let me say a little bit about the al ternative minimum  tax because our  dear colleague from New Jersey and I  are 180 degrees apart on this issue, Let me say a little bit about the al ternative minimum  tax because our  dear colleague from New Jersey and I  are 180 degrees apart on this issue
,96,-0.444,1238,18,Mr. STUDDS.,1979,congression action area sore need prevent continu use money per,Congressional action  in this area is sorely needed to prevent  the continued use of this money for per-,Congressional action  in this area is sorely needed to prevent  the continued use of this money for per-
,94,-0.331,1429,20,Mr. EVANS of Colorado.,1976,citi zen area tax pay social servic program unabl use facil privat stitut compet fairli estab lishment social servic program area,"The citi zens of these areas are taxed to pay for  social service programs, but are unable  to use the facilities of their private in stitutions to compete fairly for the estab lishment of social service programs in  their area","The citi zens of these areas are taxed to pay for  social service programs, but are unable  to use the facilities of their private in stitutions to compete fairly for the estab lishment of social service programs in  their area"
Senate,97,0.508,1247,7,Mr. ARMSTRONG.,1982,start basic premis outlin social secur inde troubl not go let go broke first option consid rais tax,"1: If you start with the  basic premise  I  have  just outlined,  that social security is indeed in trouble  and we are not going to let it go broke,  the first option  to be considered  is  raising taxes","1: If you start with the  basic premise  I  have  just outlined,  that social security is indeed in trouble  and we are not going to let it go broke,  the first option  to be considered  is  raising taxes"
,106,0.6729999999999999,85,1999-02-11,Mr. SALMON.,1999,would work group busi commun could join forc send sum receiv tax credit charit school tuition organ would make scholarship grant avail low incom parent children non function school,How would this work? A group of businesses in any community could join forces to send sums for which they received tax credits to  charitable  ‘‘school-tuition  organizations’’ which would make scholarships and grants available to low-income parents of children in non-functional schools,How would this work? A group of businesses in any community could join forces to send sums for which they received tax credits to  charitable  ‘‘school-tuition  organizations’’ which would make scholarships and grants available to low-income parents of children in non-functional schools
,114,-0.285,130,2016-04-13,Ms. BROWNLEY of California.,2016,begin ventura place commerc start indigen chumash fine artisan adept travel cano name shisholop port coast lucr trade activ,"From  the beginning, Ventura  has been a place of commerce, starting with  the indigenous Chumash, who were fine artisans and adept travelers by canoes, naming it  Shisholop or ‘ ‘port on the coast ’ ’ for their lucrative  trade  activities","From  the beginning, Ventura  has been a place of commerce, starting with  the indigenous Chumash, who were fine artisans and adept travelers by canoes, naming it  Shisholop or ‘ ‘port on the coast ’ ’ for their lucrative  trade  activities"
,111,-0.306,177,2009-04-30,Mr. CONNOLLY of Virginia.,2009,elimin regress tax would consist action alreadi taken far congress provid hundr billion dollar tax relief hard work american, Eliminating  this  regressive  tax would be  consistent with  the actions we already have  taken so far in this Congress to provide hundreds of billions of dollars in tax relief to hard  working Americans, Eliminating  this  regressive  tax would be  consistent with  the actions we already have  taken so far in this Congress to provide hundreds of billions of dollars in tax relief to hard  working Americans
,94,-0.6579999999999999,716,2,Mr. CONYERS.,1975,program critic offend tax money spent dropout tough supposedli hopeless case seiz isol incid fist fight two recruit becam racial turmoil di credit job corp," The program's critics, offended that tax  money was being spent on dropouts, toughs  and  supposedly hopeless  cases,  seized on  isolated incidents-a fist fight between two  recruits became  ""racial  turmoil""-to dis credit Job Corps"," The program's critics, offended that tax  money was being spent on dropouts, toughs  and  supposedly hopeless  cases,  seized on  isolated incidents-a fist fight between two  recruits became  ""racial  turmoil""-to dis credit Job Corps"
Senate,101,0.115,522,3,Mr. DURENBERGER.,1989,congress allow larg corpor percent deduct cost health insur employe retir employe not tax reform act congress adopt provis temporarili al low modest percent tax de duction self employ,"While Congress  has allowed large corporations a 100percent  deduction  for  the  cost  of  health  insurance  for employees and  retired employees, it was not until the  Tax Reform Act of 1986 that Congress  adopted; the provision temporarily al lowing the modest 25-percent tax de duction for the self-employed","While Congress  has allowed large corporations a 100percent  deduction  for  the  cost  of  health  insurance  for employees and  retired employees, it was not until the  Tax Reform Act of 1986 that Congress  adopted; the provision temporarily al lowing the modest 25-percent tax de duction for the self-employed"
House,102,0.551,114,14,Mr. HERGER.,1992,would reduc feder timber sale revenu es timat million incom tax reve nue million payment counti million,"It would reduce  Federal timber sale revenues by an es timated S27 million,  income tax reve nues by $41 million, and payments to  counties by $6.6 million","It would reduce  Federal timber sale revenues by an es timated S27 million,  income tax reve nues by $41 million, and payments to  counties by $6.6 million"
House,102,0.17600000000000002,1419,3,Mr. CLINGER.,1991,includ sell fuel cost offer govern loan provid tax break fed eral grant,"These include selling  fuel at below cost, offering Government  loans, and providing tax breaks or Fed eral grants","These include selling  fuel at below cost, offering Government  loans, and providing tax breaks or Fed eral grants"
House,101,-0.08199999999999999,96,12,Mr. TRAFICANT.,1989,even though cut tax gross nation product go grow tax revenu go grow even though pay less tax,"Even though I cut  your taxes, the Gross National Product is  going  to grow and our tax revenues are  going to grow, even though you pay less  taxes","Even though I cut  your taxes, the Gross National Product is  going  to grow and our tax revenues are  going to grow, even though you pay less  taxes"
House,97,-0.39,1394,1,Mr. ROSTENKOWSKI.,1981,trade repr sent special trade relat prob lem involv market access competit condit specif industri export polici promot access materi short suppli bilater trade relat clude trade develop countri op erat multin corpor trade non market economi,"Trade Repre sentative;  and  special  trade-related prob lems  involving market access, competitive  conditions  of  specific  industries;  export  policy and promotion, access to materials in  short supply, bilateral  trade relations  in cluding trade with developing countries, op erations of multinational corporations, and  trade with non-market economies","Trade Repre sentative;  and  special  trade-related prob lems  involving market access, competitive  conditions  of  specific  industries;  export  policy and promotion, access to materials in  short supply, bilateral  trade relations  in cluding trade with developing countries, op erations of multinational corporations, and  trade with non-market economies"
,106,0.456,73,2000-03-23,Mr. GREEN of Wisconsin.,2000,come midwest know lot famili farm lose money,"Coming  from the Midwest, I know that we have lots of family farms who are losing money","Coming  from the Midwest, I know that we have lots of family farms who are losing money"
Senate,114,-0.362,52,2015-01-21,Mr. DURBIN.,2015,earn incom tax credit design encourag work provid tax credit work famili, The earned-income tax credit  is designed to encourage work by providing  a tax credit to working families, The earned-income tax credit  is designed to encourage work by providing  a tax credit to working families
Senate,99,-0.374,237,18,Mr. LEAHY.,1985,tax would appli firm taxabl receipt million,This  tax would only apply  to  firms with  taxable receipts of more  than $5 million,This  tax would only apply  to  firms with  taxable receipts of more  than $5 million
House,105,0.043,878,7,Mr. GILMAN.,1997,spend lot money support,We spend a lot of  money to support it,We spend a lot of  money to support it
House,107,0.449,149,2001-10-11,Mr. TIAHRT.,2001,challeng fellow colleagu live respons support effort today put money idea,I challenge my fellow colleagues to live up to our responsibility and support  the  effort  today  to put more money in IDEA,I challenge my fellow colleagues to live up to our responsibility and support  the  effort  today  to put more money in IDEA
Senate,97,0.2,835,1,Mrs. KASSEBAUM.,1981,reason today troduc tax expenditur limita tion control act,"For that reason, I am today in troducing the Tax Expenditure Limita tion and Control Act of 1981","For that reason, I am today in troducing the Tax Expenditure Limita tion and Control Act of 1981"
Senate,107,0.5479999999999999,48,2002-02-13,Mr. KYL.,2002,death tax resurrect potenc rate,"In 2011, the death tax is resurrected and at the potency of 2001 rates","In 2011, the death tax is resurrected and at the potency of 2001 rates"
House,110,-0.451,81,2007-05-02,Mr. SCOTT of Virginia.,2007,feder money feder money not abl discrimin,"But with Federal  money, just with the Federal money,  you have not been able to discriminate","But with Federal  money, just with the Federal money,  you have not been able to discriminate"
House,106,0.36,143,1999-07-22,Mr. EHRLICH.,1999,howev great sens frustrat major move bill return money peopl pocket peopl comprehens packag reward marri coupl senior citizen work famili self employ school distress neighborhood,"Speaker, however, was a great sense of frustration because the Speaker and this majority have moved a bill to return money to the people, to the pockets of the people, a comprehensive package that rewards married couples, senior citizens, working families, the self-employed schools, and distressed neighborhoods","Speaker, however, was a great sense of frustration because the Speaker and this majority have moved a bill to return money to the people, to the pockets of the people, a comprehensive package that rewards married couples, senior citizens, working families, the self-employed schools, and distressed neighborhoods"
Senate,102,-0.276,678,1,Mr. REID.,1992,get along fine one men told,"""We get along  with them just fine,"" one of the men told  me","""We get along  with them just fine,"" one of the men told  me"
,103,0.213,1115,2,Mr. PRESSLER.,1993,agre balanc highway system good region travel region economi,She agrees with me that  a more balanced highway system  is  good for our region's travelers and our  region's economy,She agrees with me that  a more balanced highway system  is  good for our region's travelers and our  region's economy
Senate,97,0.2,835,1,Mrs. KASSEBAUM.,1981,subsidi enact remark tendenc remain book year evemtu becom institu tional within tax code,"Once  such  subsidies have  been enacted,  they have a  remarkable  tendency  to remain on  the books  for  years and evEmtually become  institu tionalized within the tax code","Once  such  subsidies have  been enacted,  they have a  remarkable  tendency  to remain on  the books  for  years and evEmtually become  institu tionalized within the tax code"
House,102,-0.398,912,1,Mr. ANDREWS of Maine.,1992,let us establish tax fair american,Let us establish tax fairness  for all Americans in 1992,Let us establish tax fairness  for all Americans in 1992
,111,0.278,150,2009-07-14,Mr. YOUNG of Alaska.,2009,fish wildlif servic approv conserv project cost million taxpay money,"Fish and Wildlife Service, has approved 955 conservation projects at a cost of  $20.5 million in taxpayer money","Fish and Wildlife Service, has approved 955 conservation projects at a cost of  $20.5 million in taxpayer money"
House,102,0.338,1208,7,Mr. SANTORUM.,1991,tax schedul go go sure rank right top state pay tax,"Our  taxes are  scheduled to go up and will go up, and  I am sure we will be ranked right up  there with  the  top States for paying  taxes","Our  taxes are  scheduled to go up and will go up, and  I am sure we will be ranked right up  there with  the  top States for paying  taxes"
House,95,0.3,1033,18,Mr. KEMP.,1977,talk balanc budget reduc tax cut inflat unemploy lift burden govern ameri peopl,"He talks about balancing the  budget, reducing taxes, cutting inflation  and  unemployment,  and  lifting  the  burden of Government off of the Ameri can people","He talks about balancing the  budget, reducing taxes, cutting inflation  and  unemployment,  and  lifting  the  burden of Government off of the Ameri can people"
Senate,111,0.35600000000000004,106,2010-04-28,Mrs. HUTCHISON.,2010,chamber commerc american tax reform american limit govern freedom work nation taxpay union unit state automobil associ,Chamber of Commerce; Americans for Tax Reform; the Americans for  Limited Government; Freedom Works;  the National Taxpayer Union;  the  United States Automobile Association,Chamber of Commerce; Americans for Tax Reform; the Americans for  Limited Government; Freedom Works;  the National Taxpayer Union;  the  United States Automobile Association
House,113,-0.279,15,2014-03-05,Mr. POLIS.,2014,anoth bill encapsul principl republican laid find common ground solv real problem grow economi reduc deficit secur border ensur america remain competit global economi,"15 or on another bill  that encapsulates those principles that  the Republicans laid down on which we  can find common ground so as to solve  a very real problem, to grow our economy, to reduce our deficit, to secure  our borders, and to ensure that America remains competitive in the global  economy","15 or on another bill  that encapsulates those principles that  the Republicans laid down on which we  can find common ground so as to solve  a very real problem, to grow our economy, to reduce our deficit, to secure  our borders, and to ensure that America remains competitive in the global  economy"
,94,-0.331,1429,20,Mr. EVANS of Colorado.,1976,legisl would provid nowher near revenu counti would ceiv land tax privat own minimum payment ap proach full back naco public land steer committe naco western region district entir naco membership," This  legislation would  provide nowhere  near  the  revenue  that counties would re ceive if the lands were taxed as if privately  owned; but  the ""minimum payment"" ap proach has  the full backing of  the NACo  Public Lands Steering Committee, the NACo  Western Region District,  and  the  entire  NACo membership"," This  legislation would  provide nowhere  near  the  revenue  that counties would re ceive if the lands were taxed as if privately  owned; but  the ""minimum payment"" ap proach has  the full backing of  the NACo  Public Lands Steering Committee, the NACo  Western Region District,  and  the  entire  NACo membership"
,106,0.391,20,2000-12-11,Mr. THURMOND.,2000,tenur state hous continu serv fine peopl washington attorney gener,"After his tenure in the state house, he continued to serve the fine people of Washington  as  Attorney  General","After his tenure in the state house, he continued to serve the fine people of Washington  as  Attorney  General"
,98,-0.496,387,14,Mr. SEIBERLING.,1984,legisl not includ wellhead temperatur threshold requir tax extens remark credit,That legislation did  not include any wellhead-temperature threshold  requirement  for  the  tax  EXTENSIONS OF REMARKS  credit,That legislation did  not include any wellhead-temperature threshold  requirement  for  the  tax  EXTENSIONS OF REMARKS  credit
,96,0.308,1447,13,Mr. HAGEDORN.,1979,tax reform act increasmg land cost capit requir modern farm infiat estat tax pro vision unchan year combm imped intergener transfer famili farm,"of  the Tax  Reform Act of 1976, increasmg land costs  and capital  requirements  for modern  farming,  infiation, and estate tax pro visions  that have been unchan?ed for  more  than 30 years had combmed  to  impede  the  intergenerational  transfer  of family farms","of  the Tax  Reform Act of 1976, increasmg land costs  and capital  requirements  for modern  farming,  infiation, and estate tax pro visions  that have been unchan?ed for  more  than 30 years had combmed  to  impede  the  intergenerational  transfer  of family farms"
Senate,104,-0.293,1278,3,Mr. HOLLINGS.,1995,said time rais tax welfar foreign aid defens spend would vote senat would vote," If you had said at that time that we  were raising taxes for welfare, foreign  aid, defense or other spending, I would  have  voted  no  and  other Senators  would have voted no"," If you had said at that time that we  were raising taxes for welfare, foreign  aid, defense or other spending, I would  have  voted  no  and  other Senators  would have voted no"
Senate,96,0.055,1317,11,Mr. STAFFORD.,1980,tax dollar financ ing effort chang govern polici way may not pprove object liber ought take heart,Why should their tax dollars be financ ing efforts to change government policy in  ways they may not 91pprove of? But there are  other objections that liberals ought to take  more to heart,Why should their tax dollars be financ ing efforts to change government policy in  ways they may not 91pprove of? But there are  other objections that liberals ought to take  more to heart
,107,0.52,83,2001-06-05,Mr. COBLE.,2001,hundr year six million patent later economi countri better,"More than 200 hundred years and six-million patents later, the economy and the country are the better for it","More than 200 hundred years and six-million patents later, the economy and the country are the better for it"
Senate,102,0.299,301,3,Mr. SEYMOUR.,1991,california billion agricultur economi scram bling find water prevent chard vine die outright,California's $18 billion  agricultural economy  is now  scram bling to find water to prevent its or chards and vines from dying outright,California's $18 billion  agricultural economy  is now  scram bling to find water to prevent its or chards and vines from dying outright
Senate,100,0.551,881,2,Mr. GRAMM.,1987,compa sion money,Compas sion is what I do with my money,Compas sion is what I do with my money
House,94,-0.308,818,20,Mrs. SPELLMAN.,1976,member post offic civil servic committe favor report legisl floor hous repres cord vote yea nay pre ent april ask distinguish colleagu joirl correct inequ reduc workweek invalu feder firefight permit continu fine servic," As a member of the Post Office and  Civil Service Committee which favorably  reported this legislation to the floor of  the House of Representatives 'by a  re corded vote of 16 yeas-1 nay and 1 pres ent on April 29, 1976, I ask my distinguished colleagues to joirl in correcting  this inequity by reducing the workweek  of our invaluable Federal firefighters and  permitting them to continue their fine  service"," As a member of the Post Office and  Civil Service Committee which favorably  reported this legislation to the floor of  the House of Representatives 'by a  re corded vote of 16 yeas-1 nay and 1 pres ent on April 29, 1976, I ask my distinguished colleagues to joirl in correcting  this inequity by reducing the workweek  of our invaluable Federal firefighters and  permitting them to continue their fine  service"
House,108,-0.519,61,2003-10-16,Mr. TOWNS.,2003,administr spent budgetari surplu left clinton administr provid billion tax cut primarili benefit wealthi clear cost war paid borrow money,"Because  this Administration has  spent the budgetary surplus left by the Clinton  Administration by providing $387 billion in tax  cuts which primarily benefitted the wealthy, it  is clear that the cost of this war can only be  paid  by  borrowing money","Because  this Administration has  spent the budgetary surplus left by the Clinton  Administration by providing $387 billion in tax  cuts which primarily benefitted the wealthy, it  is clear that the cost of this war can only be  paid  by  borrowing money"
,99,-0.308,1491,18,Mr. PEASE.,1986,effect felt everi sector economi plant clo ing farm foreclosur bankruptci cession level unemploy,"The effects are felt in every  sector of the economy through plant clos ings, farm foreclosures, bankruptcies and re cession-level unemployment","The effects are felt in every  sector of the economy through plant clos ings, farm foreclosures, bankruptcies and re cession-level unemployment"
Senate,108,-0.319,108,2003-01-07,Mr. INOUYE.,2003,reliefth secretari treasuri shall pay money treasuri not otherwis appropri donald c," (a) RELIEF.—The Secretary of the Treasury  shall pay, out of any moneys in the Treasury  not otherwise appropriated, to Donald C"," (a) RELIEF.—The Secretary of the Treasury  shall pay, out of any moneys in the Treasury  not otherwise appropriated, to Donald C"
,106,-0.488,10,2000-03-23,Mr. TIERNEY.,2000,ought not debat whether go incred huge tax cut favor small segment alreadi wealthi individu corpor situat peopl talk tax,"We ought not to have just a debate about whether we are going to have incredibly huge tax cuts that favor only a small segment of already wealthy individuals and corporations, or a situation where people talk about taxing some more","We ought not to have just a debate about whether we are going to have incredibly huge tax cuts that favor only a small segment of already wealthy individuals and corporations, or a situation where people talk about taxing some more"
Senate,98,0.342,1056,18,Mr. GRASSLEY.,1983,reduc payment would design pay ment full thu avoid possi biliti fine unit nation averag,"The reduced  payments would be designated as pay ments in full, thus avoiding the possi bility of fines by the United Nations  for averages","The reduced  payments would be designated as pay ments in full, thus avoiding the possi bility of fines by the United Nations  for averages"
House,110,0.414,22,2007-09-05,Mr. MORAN of Kansas.,2007,encourag thing state local folk respond weve seen tremend effort individu citizen across state arriv help neighbor weve seen collect plate pass sunday morn money rais respons weve tremend support law enforc commun emerg prepared offici well state feder offici," The  encouraging  thing  about  our  State is that local folks respond, and  we’ve seen tremendous efforts by individual citizens from across the State  arriving to help their neighbors, and  we’ve seen the collection plates passed  on  Sunday morning, money  being  raised, response being had, and we’ve  had tremendous support from our law  enforcement  community,  from  our  emergency preparedness officials, as  well as State and Federal officials"," The  encouraging  thing  about  our  State is that local folks respond, and  we’ve seen tremendous efforts by individual citizens from across the State  arriving to help their neighbors, and  we’ve seen the collection plates passed  on  Sunday morning, money  being  raised, response being had, and we’ve  had tremendous support from our law  enforcement  community,  from  our  emergency preparedness officials, as  well as State and Federal officials"
Senate,96,-0.43,64,7,Mr. DURKIN.,1979,speak specif small commun new hamp shire virtual surround nation forest land result rave opportun expand properti tax base," I  speak specifically  of the small communities in New Hamp shire that are virtually surrounded by  national forest  land, and, as a  result,  rave no opportunity  to expand  their  property tax base"," I  speak specifically  of the small communities in New Hamp shire that are virtually surrounded by  national forest  land, and, as a  result,  rave no opportunity  to expand  their  property tax base"
,107,0.229,135,2001-04-24,Mr. CASTLE.,2001,peden best luck fine repres first state,"Peden, the very best of  luck;  they are all  fine representatives of the First State","Peden, the very best of  luck;  they are all  fine representatives of the First State"
House,95,-0.316,649,30,Mr. GORE.,1977,increas inftatlonari sinc establish econom fact em ployer pass payrol tax increas consum via higher price," The increases are infta.tlonary, since it 1s  an established economic fact that most em ployers pass on payroll ta.x increases to the  consumer via higher prices"," The increases are infta.tlonary, since it 1s  an established economic fact that most em ployers pass on payroll ta.x increases to the  consumer via higher prices"
,112,0.307,1,2012-05-07,Mr. THOMPSON of Pennsylvania.,2012,actual millionth zippo lighter classic brush chrome two tone engrav individu serial number not number zippo employe celebr year zippo develop icon brand consum countri around world buy zippo product despit drastic downturn economi zippo hard work innov continu success grow busi support domest manufactur strength commun,"The  actual 500 millionth Zippo lighter will  be classic brushed chrome with two-  tone engraving and an individual serial  number of ‘‘1.’’  But  it’s not  just the number that  Zippo and its employees will celebrate;  it’s that over the years Zippo has developed an iconic brand; it’s that consumers in over 160 countries around the  world buy Zippo products; it’s that despite the drastic downturn in the economy, Zippo, through hard work and innovation, has continued to successfully  grow its business, support our domestic  manufacturers and the strength of our  communities","The  actual 500 millionth Zippo lighter will  be classic brushed chrome with two-  tone engraving and an individual serial  number of ‘‘1.’’  But  it’s not  just the number that  Zippo and its employees will celebrate;  it’s that over the years Zippo has developed an iconic brand; it’s that consumers in over 160 countries around the  world buy Zippo products; it’s that despite the drastic downturn in the economy, Zippo, through hard work and innovation, has continued to successfully  grow its business, support our domestic  manufacturers and the strength of our  communities"
,105,-0.509,1510,13,Mr. NADLER.,1997,proud fine institut district,.I am proud  to  have this fine institution in my district,.I am proud  to  have this fine institution in my district
House,106,-0.389,55,1999-11-04,Mrs. CAPPS.,1999,howev overal confer report remain posit step forward economi urg colleagu support,"However, overall the conference report remains a positive step forward for our economy, and I urge my colleagues to support it","However, overall the conference report remains a positive step forward for our economy, and I urge my colleagues to support it"
House,97,0.3,782,23,Mr. KEMP.,1981,must rais spend increas borrow ing requir increas tax perhap even expand regulatori burden enterpris enterpris american,"It must be  to raise spending, increase the borrow ing requirements, increase taxes, and  perhaps even expand the regulatory  burden on enterprise and enterprising  Americans","It must be  to raise spending, increase the borrow ing requirements, increase taxes, and  perhaps even expand the regulatory  burden on enterprise and enterprising  Americans"
House,113,0.366,16,2013-05-14,Mr. COLLINS of New York.,2013,avoid tax fee compani cut job not hire reduc employe hour stay obamacar threshold time nation unemploy remain embarrassingli high,"To avoid the taxes  and fees, companies are cutting jobs,  not hiring, and are reducing employee  hours to stay under ObamaCare thresholds, all this at a time when national  unemployment  remains  embarrassingly high","To avoid the taxes  and fees, companies are cutting jobs,  not hiring, and are reducing employee  hours to stay under ObamaCare thresholds, all this at a time when national  unemployment  remains  embarrassingly high"
,107,0.403,146,2002-09-19,Mr. ISAKSON.,2002,luci use seed money employ get effort start,"Lucy used  $5,000 in seed money from her employer to  get the effort started","Lucy used  $5,000 in seed money from her employer to  get the effort started"
,101,-0.631,756,3,Mr. STARK.,1989,economi sinc reach deepest post world war ii trough economi per form admir," THE ECONOMY  Since reaching its deepest post-World War  II  trough  in 1982,  the economy has per formed admirably"," THE ECONOMY  Since reaching its deepest post-World War  II  trough  in 1982,  the economy has per formed admirably"
,111,-0.37,117,2009-04-21,Mr. WU.,2009,even warn money spent educ campaign kid still pick smoke alarm rate day unit state," Even with all the warnings, and the money  spent on education campaigns, kids are still  picking up smoking at  the alarming  rate of  3,000 a day in the United States"," Even with all the warnings, and the money  spent on education campaigns, kids are still  picking up smoking at  the alarming  rate of  3,000 a day in the United States"
,106,-0.402,121,1999-05-14,Mr. VISCLOSKY.,1999,suprem court continu upheld state power levi tax nontrib member within nativ american tribal trust land,The  Supreme  Court  has  continuously upheld the states’ power to levy taxes on nontribal members within Native American Tribal Trust Lands,The  Supreme  Court  has  continuously upheld the states’ power to levy taxes on nontribal members within Native American Tribal Trust Lands
House,105,0.475,243,9,Mr. ROGAN.,1998,peopl ask money fail program gave us poor educ result first place,Each year  these people ask for more money for  the same failed programs that gave us  such poor education results in the first  place,Each year  these people ask for more money for  the same failed programs that gave us  such poor education results in the first  place
